<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.24	14:54:00	132890	132920	132865	132915	7727	29765	5
2024.09.24	14:57:00	132915	132960	132910	132950	9903	34504	5
2024.09.24	15:00:00	132950	133010	132925	133005	14662	54964	5
2024.09.24	15:03:00	133010	133030	132980	133030	11287	44874	5
2024.09.24	15:06:00	133030	133100	133025	133075	18339	67794	5
2024.09.24	15:09:00	133070	133145	133060	133140	18233	71369	5
2024.09.24	15:12:00	133140	133170	133105	133125	14145	57234	5
2024.09.24	15:15:00	133125	133130	133025	133050	17272	64095	5
2024.09.24	15:18:00	133045	133100	133040	133080	9313	37243	5
2024.09.24	15:21:00	133075	133130	133075	133115	9022	36866	5
2024.09.24	15:24:00	133115	133135	133080	133080	8699	31540	5
2024.09.24	15:27:00	133080	133090	133035	133085	10407	40002	5
2024.09.24	15:30:00	133085	133085	132980	132985	17334	66705	5
2024.09.24	15:33:00	132985	133070	132965	133035	18193	66767	5
2024.09.24	15:36:00	133030	133080	132980	133020	14404	57226	5
2024.09.24	15:39:00	133020	133055	133010	133035	9036	34260	5
2024.09.24	15:42:00	133035	133090	133020	133075	9900	39254	5
2024.09.24	15:45:00	133075	133125	133065	133085	14740	54056	5
2024.09.24	15:48:00	133085	133150	133075	133125	12135	48306	5
2024.09.24	15:51:00	133120	133145	133095	133130	7992	30958	5
2024.09.24	15:54:00	133130	133195	133130	133165	16094	63145	5
2024.09.24	15:57:00	133165	133195	133145	133170	8041	31528	5
2024.09.24	16:00:00	133170	133175	133065	133100	19014	69995	5
2024.09.24	16:03:00	133100	133160	133090	133110	11411	44408	5
2024.09.24	16:06:00	133110	133170	133090	133150	10746	41517	5
2024.09.24	16:09:00	133155	133160	133070	133080	10778	42844	5
2024.09.24	16:12:00	133075	133075	133015	133025	15577	56880	5
2024.09.24	16:15:00	133030	133065	133000	133025	12363	48486	5
2024.09.24	16:18:00	133025	133045	133015	133025	5329	20109	5
2024.09.24	16:21:00	133020	133025	132965	132990	13034	47180	5
2024.09.24	16:24:00	132995	133010	132945	132965	12913	50062	5
2024.09.24	16:27:00	132965	133045	132950	133000	14155	57103	5
2024.09.24	16:30:00	132995	133010	132905	132975	21203	85390	5
2024.09.24	16:33:00	132975	133000	132955	132970	7851	31512	5
2024.09.24	16:36:00	132970	132995	132945	132950	5975	21199	5
2024.09.24	16:39:00	132950	132955	132890	132925	13392	52308	5
2024.09.24	16:42:00	132925	132980	132910	132940	10693	41077	5
2024.09.24	16:45:00	132945	132945	132895	132905	8503	34518	5
2024.09.24	16:48:00	132905	132920	132860	132870	11986	47363	5
2024.09.24	16:51:00	132870	132880	132810	132860	15101	59228	5
2024.09.24	16:54:00	132865	132885	132825	132875	10458	42329	5
2024.09.24	16:57:00	132875	132975	132860	132975	16368	63269	5
2024.09.24	17:00:00	132970	132975	132845	132905	17894	69446	5
2024.09.24	17:03:00	132900	132920	132855	132885	8086	28662	5
2024.09.24	17:06:00	132890	132920	132865	132885	6992	26024	5
2024.09.24	17:09:00	132885	132930	132880	132915	6456	23969	5
2024.09.24	17:12:00	132920	132990	132905	132945	13536	50254	5
2024.09.24	17:15:00	132945	132980	132895	132900	9233	33293	5
2024.09.24	17:18:00	132905	132910	132845	132880	8313	29822	5
2024.09.24	17:21:00	132880	132905	132865	132900	4369	14931	5
2024.09.24	17:24:00	132905	132915	132885	132905	3363	11634	5
2024.09.24	17:27:00	132900	132910	132875	132900	3072	11184	5
2024.09.24	17:30:00	132905	132935	132855	132875	7779	28788	5
2024.09.24	17:33:00	132880	132910	132875	132900	2795	9429	5
2024.09.24	17:36:00	132905	132935	132890	132935	3239	10635	5
2024.09.24	17:39:00	132935	132955	132910	132930	4942	18363	5
2024.09.24	17:42:00	132930	132965	132925	132945	2709	9329	5
2024.09.24	17:45:00	132945	132995	132900	132910	7412	26615	5
2024.09.24	17:48:00	132910	132930	132885	132910	3859	12970	5
2024.09.24	17:51:00	132910	132955	132910	132940	2849	9435	5
2024.09.24	17:54:00	132945	132985	132930	132955	3047	10714	5
2024.09.24	17:57:00	132955	132975	132935	132950	2139	8077	5
2024.09.24	18:00:00	132945	132960	132895	132940	3649	12136	5
2024.09.24	18:03:00	132945	132965	132925	132950	2130	7358	5
2024.09.24	18:06:00	132955	132960	132945	132945	1049	2735	5
2024.09.24	18:09:00	132945	132955	132935	132950	1685	5578	5
2024.09.24	18:12:00	132945	132970	132930	132950	2874	11375	5
2024.09.24	18:15:00	132950	132975	132945	132960	1959	7790	5
2024.09.24	18:18:00	132950	132975	132910	132925	2611	11483	5
2024.09.24	18:21:00	132920	132940	132860	132870	1976	8138	5
2024.09.24	18:24:00	132870	132900	132855	132900	1004	6954	5
2024.09.25	09:00:00	133370	133590	133055	133535	97903	278518	5
2024.09.25	09:03:00	133535	133845	133500	133730	85482	232333	5
2024.09.25	09:06:00	133725	133750	133605	133625	52425	148963	5
2024.09.25	09:09:00	133620	133680	133450	133570	68242	193497	5
2024.09.25	09:12:00	133575	133630	133525	133555	27078	81288	5
2024.09.25	09:15:00	133550	133585	133470	133555	31932	89827	5
2024.09.25	09:18:00	133560	133620	133515	133545	28145	85711	5
2024.09.25	09:21:00	133545	133570	133250	133275	57591	178173	5
2024.09.25	09:24:00	133280	133370	133270	133330	25871	85012	5
2024.09.25	09:27:00	133335	133410	133290	133340	29809	90353	5
2024.09.25	09:30:00	133335	133375	133290	133320	18782	57558	5
2024.09.25	09:33:00	133325	133475	133315	133335	32803	100124	5
2024.09.25	09:36:00	133335	133350	133270	133295	23813	70837	5
2024.09.25	09:39:00	133295	133365	133290	133330	18322	57168	5
2024.09.25	09:42:00	133335	133425	133325	133385	23409	77388	5
2024.09.25	09:45:00	133385	133430	133315	133410	24388	78784	5
2024.09.25	09:48:00	133415	133515	133350	133365	42770	138506	5
2024.09.25	09:51:00	133365	133445	133315	133430	28522	97736	5
2024.09.25	09:54:00	133425	133435	133345	133430	13798	46909	5
2024.09.25	09:57:00	133425	133435	133305	133330	20035	63973	5
2024.09.25	10:00:00	133330	133420	133215	133385	57163	177447	5
2024.09.25	10:03:00	133390	133400	133190	133245	49847	169984	5
2024.09.25	10:06:00	133250	133340	133175	133315	50019	162533	5
2024.09.25	10:09:00	133315	133415	133225	133280	53710	163999	5
2024.09.25	10:12:00	133285	133565	133275	133490	75148	232800	5
2024.09.25	10:15:00	133490	133620	133470	133575	57587	178913	5
2024.09.25	10:18:00	133575	133705	133555	133570	52985	166848	5
2024.09.25	10:21:00	133570	133640	133470	133590	61484	196364	5
2024.09.25	10:24:00	133590	133595	133315	133370	60004	187183	5
2024.09.25	10:27:00	133370	133405	133130	133155	56881	178942	5
2024.09.25	10:30:00	133155	133275	133045	133165	81443	281268	5
2024.09.25	10:33:00	133165	133255	133060	133080	44403	143656	5
2024.09.25	10:36:00	133080	133160	132965	133115	61938	197549	5
2024.09.25	10:39:00	133115	133155	133005	133025	34461	113823	5
2024.09.25	10:42:00	133025	133045	132925	132980	43691	147400	5
2024.09.25	10:45:00	132980	133110	132910	133055	48302	158765	5
2024.09.25	10:48:00	133055	133145	133025	133115	35721	116623	5
2024.09.25	10:51:00	133115	133180	133085	133105	29677	98807	5
2024.09.25	10:54:00	133110	133130	133005	133030	34146	110732	5
2024.09.25	10:57:00	133030	133040	132940	132995	30301	96872	5
2024.09.25	11:00:00	132995	133025	132925	132980	29640	100939	5
2024.09.25	11:03:00	132980	133145	132945	133120	36444	129104	5
2024.09.25	11:06:00	133120	133170	133080	133105	23081	78860	5
2024.09.25	11:09:00	133105	133145	133035	133105	27706	95776	5
2024.09.25	11:12:00	133110	133130	133005	133025	23278	81281	5
2024.09.25	11:15:00	133025	133055	132865	132880	41101	146303	5
2024.09.25	11:18:00	132880	132940	132800	132835	43482	157253	5
2024.09.25	11:21:00	132830	132875	132595	132680	62183	238615	5
2024.09.25	11:24:00	132685	132740	132645	132690	25636	98354	5
2024.09.25	11:27:00	132690	132800	132675	132690	31311	113892	5
2024.09.25	11:30:00	132690	132735	132655	132675	24836	92982	5
2024.09.25	11:33:00	132675	132825	132660	132765	27983	101949	5
2024.09.25	11:36:00	132765	132980	132760	132960	38967	149275	5
2024.09.25	11:39:00	132955	133080	132945	132980	50914	204115	5
2024.09.25	11:42:00	132975	132995	132905	132945	22949	80383	5
2024.09.25	11:45:00	132940	133055	132900	133035	37852	150499	5
2024.09.25	11:48:00	133040	133075	132985	133030	22793	82608	5
2024.09.25	11:51:00	133030	133120	133000	133020	25402	87126	5
2024.09.25	11:54:00	133020	133040	132955	132965	22879	85289	5
2024.09.25	11:57:00	132960	133005	132820	132880	37984	133776	5
2024.09.25	12:00:00	132875	132940	132835	132915	21461	74805	5
2024.09.25	12:03:00	132915	133000	132905	132915	21686	76038	5
2024.09.25	12:06:00	132920	132955	132850	132870	17741	62516	5
2024.09.25	12:09:00	132870	132920	132805	132835	21387	74890	5
2024.09.25	12:12:00	132840	132865	132710	132720	25888	95439	5
2024.09.25	12:15:00	132725	132745	132665	132675	21339	87263	5
2024.09.25	12:18:00	132680	132700	132660	132680	11905	43219	5
2024.09.25	12:21:00	132680	132725	132550	132575	29811	124694	5
2024.09.25	12:24:00	132575	132580	132495	132535	25596	102999	5
2024.09.25	12:27:00	132530	132585	132435	132440	23390	92168	5
2024.09.25	12:30:00	132440	132535	132360	132380	38169	163225	5
2024.09.25	12:33:00	132380	132460	132360	132440	26110	109153	5
2024.09.25	12:36:00	132440	132530	132435	132515	20675	81019	5
2024.09.25	12:39:00	132515	132545	132490	132510	12110	47570	5
2024.09.25	12:42:00	132510	132515	132325	132380	33140	130375	5
2024.09.25	12:45:00	132375	132425	132335	132410	15843	59608	5
2024.09.25	12:48:00	132415	132490	132405	132475	18038	67260	5
2024.09.25	12:51:00	132475	132570	132440	132550	32909	134448	5
2024.09.25	12:54:00	132555	132585	132495	132505	17230	68239	5
2024.09.25	12:57:00	132505	132540	132460	132465	14838	56808	5
2024.09.25	13:00:00	132470	132535	132425	132530	20529	77329	5
2024.09.25	13:03:00	132530	132580	132510	132575	12991	48343	5
2024.09.25	13:06:00	132575	132635	132495	132560	29122	108755	5
2024.09.25	13:09:00	132565	132595	132510	132515	11481	42180	5
2024.09.25	13:12:00	132510	132545	132505	132525	6301	21580	5
2024.09.25	13:15:00	132530	132600	132510	132590	10274	37303	5
2024.09.25	13:18:00	132590	132610	132550	132600	8429	30606	5
2024.09.25	13:21:00	132595	132645	132595	132645	11189	42392	5
2024.09.25	13:24:00	132645	132685	132625	132660	13434	52470	5
2024.09.25	13:27:00	132660	132750	132635	132695	21497	83265	5
2024.09.25	13:30:00	132695	132745	132630	132665	15785	60612	5
2024.09.25	13:33:00	132665	132820	132650	132780	22577	91601	5
2024.09.25	13:36:00	132780	132820	132665	132690	24818	106340	5
2024.09.25	13:39:00	132685	132745	132645	132680	17896	67002	5
2024.09.25	13:42:00	132685	132705	132600	132605	20998	82237	5
2024.09.25	13:45:00	132610	132660	132590	132650	14246	52298	5
2024.09.25	13:48:00	132650	132675	132610	132630	8599	30938	5
2024.09.25	13:51:00	132625	132690	132580	132640	16243	59313	5
2024.09.25	13:54:00	132635	132640	132485	132525	26266	104519	5
2024.09.25	13:57:00	132525	132585	132510	132510	11299	47382	5
2024.09.25	14:00:00	132515	132515	132415	132460	24702	98821	5
2024.09.25	14:03:00	132460	132505	132430	132465	9577	33502	5
2024.09.25	14:06:00	132465	132485	132395	132395	13045	49864	5
2024.09.25	14:09:00	132395	132425	132360	132360	15825	62215	5
2024.09.25	14:12:00	132360	132375	132285	132355	26436	108008	5
2024.09.25	14:15:00	132355	132415	132325	132390	15293	63149	5
2024.09.25	14:18:00	132390	132390	132320	132330	13079	53568	5
2024.09.25	14:21:00	132335	132355	132310	132345	8697	35431	5
2024.09.25	14:24:00	132340	132410	132335	132385	13458	50656	5
2024.09.25	14:27:00	132385	132400	132255	132265	23842	95066	5
2024.09.25	14:30:00	132265	132320	132230	132280	22425	86451	5
2024.09.25	14:33:00	132285	132290	132165	132185	22334	90070	5
2024.09.25	14:36:00	132185	132345	132175	132315	27044	104619	5
2024.09.25	14:39:00	132315	132345	132265	132300	12332	43288	5
2024.09.25	14:42:00	132300	132365	132290	132305	14452	51370	5
2024.09.25	14:45:00	132305	132325	132250	132270	13291	48445	5
2024.09.25	14:48:00	132270	132430	132265	132420	25275	95274	5
2024.09.25	14:51:00	132420	132430	132360	132390	14418	56878	5
2024.09.25	14:54:00	132390	132430	132325	132375	18031	68437	5
2024.09.25	14:57:00	132370	132405	132335	132340	8662	31168	5
2024.09.25	15:00:00	132340	132405	132330	132380	12698	44984	5
2024.09.25	15:03:00	132375	132420	132375	132390	9011	30852	5
2024.09.25	15:06:00	132390	132395	132305	132335	14025	51024	5
2024.09.25	15:09:00	132335	132380	132250	132345	26205	105123	5
2024.09.25	15:12:00	132345	132390	132325	132360	12108	47061	5
2024.09.25	15:15:00	132365	132420	132325	132405	11055	41833	5
2024.09.25	15:18:00	132405	132405	132335	132360	7869	29481	5
2024.09.25	15:21:00	132360	132440	132355	132405	12776	46213	5
2024.09.25	15:24:00	132410	132420	132355	132380	7098	25313	5
2024.09.25	15:27:00	132380	132470	132360	132450	12554	47848	5
2024.09.25	15:30:00	132450	132455	132380	132395	11517	45396	5
2024.09.25	15:33:00	132390	132435	132380	132415	6606	26117	5
2024.09.25	15:36:00	132415	132485	132370	132385	18232	77697	5
2024.09.25	15:39:00	132385	132410	132320	132330	18955	74885	5
2024.09.25	15:42:00	132325	132360	132290	132305	14731	57235	5
2024.09.25	15:45:00	132305	132420	132290	132390	14026	53326	5
2024.09.25	15:48:00	132385	132450	132375	132420	13323	51368	5
2024.09.25	15:51:00	132425	132460	132390	132435	10569	41336	5
2024.09.25	15:54:00	132430	132450	132380	132420	8520	31786	5
2024.09.25	15:57:00	132420	132420	132355	132385	10017	38270	5
2024.09.25	16:00:00	132385	132475	132375	132470	12563	47938	5
2024.09.25	16:03:00	132470	132480	132425	132435	9933	40598	5
2024.09.25	16:06:00	132435	132445	132405	132425	6776	24111	5
2024.09.25	16:09:00	132425	132450	132400	132425	8055	30040	5
2024.09.25	16:12:00	132430	132470	132420	132425	8245	31335	5
2024.09.25	16:15:00	132420	132430	132340	132370	15108	57830	5
2024.09.25	16:18:00	132365	132390	132330	132375	8640	33916	5
2024.09.25	16:21:00	132375	132390	132350	132370	5059	19014	5
2024.09.25	16:24:00	132375	132375	132305	132350	10526	41714	5
2024.09.25	16:27:00	132350	132430	132340	132405	12122	46056	5
2024.09.25	16:30:00	132410	132415	132325	132330	8595	32351	5
2024.09.25	16:33:00	132330	132365	132275	132360	19846	83130	5
2024.09.25	16:36:00	132360	132365	132325	132350	6993	27846	5
2024.09.25	16:39:00	132355	132355	132260	132305	12657	50369	5
2024.09.25	16:42:00	132310	132350	132295	132350	9550	40591	5
2024.09.25	16:45:00	132345	132360	132295	132320	7338	31607	5
2024.09.25	16:48:00	132315	132370	132315	132345	7405	29684	5
2024.09.25	16:51:00	132345	132350	132285	132295	7669	34703	5
2024.09.25	16:54:00	132300	132305	132270	132270	7131	31723	5
2024.09.25	16:57:00	132270	132310	132245	132305	13019	55722	5
2024.09.25	17:00:00	132305	132325	132205	132255	15476	61943	5
2024.09.25	17:03:00	132260	132290	132240	132255	8384	32979	5
2024.09.25	17:06:00	132255	132285	132240	132270	5501	22640	5
2024.09.25	17:09:00	132265	132290	132230	132280	6902	27280	5
2024.09.25	17:12:00	132280	132305	132240	132295	6659	26003	5
2024.09.25	17:15:00	132295	132315	132250	132270	7453	29209	5
2024.09.25	17:18:00	132270	132275	132225	132230	7925	29903	5
2024.09.25	17:21:00	132225	132235	132175	132215	10589	38685	5
2024.09.25	17:24:00	132215	132250	132190	132230	8431	26917	5
2024.09.25	17:27:00	132230	132240	132210	132230	2912	9872	5
2024.09.25	17:30:00	132225	132415	132225	132375	20226	70770	5
2024.09.25	17:33:00	132370	132455	132360	132400	11658	46363	5
2024.09.25	17:36:00	132405	132420	132380	132390	4423	15653	5
2024.09.25	17:39:00	132395	132435	132380	132405	4978	17925	5
2024.09.25	17:42:00	132405	132425	132385	132415	3373	12258	5
2024.09.25	17:45:00	132415	132420	132385	132400	3230	11255	5
2024.09.25	17:48:00	132400	132445	132395	132405	4550	15183	5
2024.09.25	17:51:00	132410	132410	132340	132365	6683	22537	5
2024.09.25	17:54:00	132365	132425	132355	132390	4412	16831	5
2024.09.25	17:57:00	132385	132415	132360	132400	2604	9878	5
2024.09.25	18:00:00	132400	132400	132375	132385	1241	3938	5
2024.09.25	18:03:00	132385	132410	132380	132400	1871	6973	5
2024.09.25	18:06:00	132400	132400	132340	132365	3476	12343	5
2024.09.25	18:09:00	132365	132420	132365	132395	2761	10446	5
2024.09.25	18:12:00	132395	132415	132380	132395	3017	12897	5
2024.09.25	18:15:00	132400	132425	132380	132400	3328	11749	5
2024.09.25	18:18:00	132400	132720	132385	132580	6464	24705	5
2024.09.25	18:21:00	132590	132590	132500	132530	1686	6183	5
2024.09.25	18:24:00	132530	132560	132430	132430	1220	8638	5
2024.09.26	09:00:00	133300	133615	133155	133390	89692	242178	5
2024.09.26	09:03:00	133390	133490	133305	133460	45842	113968	5
2024.09.26	09:06:00	133460	133755	133455	133650	59112	192053	5
2024.09.26	09:09:00	133650	133785	133635	133720	31621	96278	5
2024.09.26	09:12:00	133715	133755	133620	133735	34176	97327	5
2024.09.26	09:15:00	133730	133785	133715	133755	23497	69980	5
2024.09.26	09:18:00	133755	133845	133750	133805	33874	100822	5
2024.09.26	09:21:00	133805	134000	133780	133835	58321	183477	5
2024.09.26	09:24:00	133835	133850	133740	133765	39013	119238	5
2024.09.26	09:27:00	133760	133940	133695	133745	43085	126743	5
2024.09.26	09:30:00	133745	133980	133645	133870	62712	194587	5
2024.09.26	09:33:00	133865	133885	133765	133795	31808	92219	5
2024.09.26	09:36:00	133795	133915	133795	133820	27487	79679	5
2024.09.26	09:39:00	133825	133825	133580	133665	56063	163081	5
2024.09.26	09:42:00	133665	133765	133630	133630	31636	91417	5
2024.09.26	09:45:00	133630	133750	133585	133630	40687	120634	5
2024.09.26	09:48:00	133635	133660	133480	133490	37743	108796	5
2024.09.26	09:51:00	133485	133530	133385	133460	45086	134573	5
2024.09.26	09:54:00	133465	133565	133425	133465	32663	98899	5
2024.09.26	09:57:00	133460	133530	133365	133375	25912	78159	5
2024.09.26	10:00:00	133370	133525	133320	133495	54300	161026	5
2024.09.26	10:03:00	133500	133505	133380	133410	32645	97533	5
2024.09.26	10:06:00	133415	133455	133290	133375	55990	165297	5
2024.09.26	10:09:00	133375	133410	133275	133295	44918	132458	5
2024.09.26	10:12:00	133300	133450	133250	133410	46225	140369	5
2024.09.26	10:15:00	133410	133485	133295	133320	47104	146075	5
2024.09.26	10:18:00	133320	133390	133225	133325	45977	134051	5
2024.09.26	10:21:00	133325	133585	133255	133530	59272	176560	5
2024.09.26	10:24:00	133535	133550	133130	133270	87278	258224	5
2024.09.26	10:27:00	133270	133285	133110	133145	42854	120050	5
2024.09.26	10:30:00	133140	133255	133045	133170	71349	238453	5
2024.09.26	10:33:00	133175	133565	133175	133525	70219	229052	5
2024.09.26	10:36:00	133525	133695	133450	133625	65582	214339	5
2024.09.26	10:39:00	133625	133670	133415	133640	65236	205544	5
2024.09.26	10:42:00	133635	133745	133570	133740	57297	188708	5
2024.09.26	10:45:00	133740	133775	133605	133650	55176	191607	5
2024.09.26	10:48:00	133655	133715	133550	133600	43643	147959	5
2024.09.26	10:51:00	133600	133625	133265	133305	65191	213360	5
2024.09.26	10:54:00	133310	133315	133180	133180	44320	153734	5
2024.09.26	10:57:00	133180	133280	133170	133210	24001	78583	5
2024.09.26	11:00:00	133205	133375	133100	133105	62072	198820	5
2024.09.26	11:03:00	133110	133165	132995	133150	59545	202080	5
2024.09.26	11:06:00	133145	133195	133085	133110	28148	88645	5
2024.09.26	11:09:00	133110	133350	133100	133295	39462	134287	5
